source_value,frequency,concept_id,concept_name,domain,vocabulary
Normal sinus rhythm with APB,1.0,4115173,Atrial premature complex,Condition,SNOMED
Normal sinus rhythm with complete AV block,1.0,320744,Complete atrioventricular block,Condition,SNOMED
Normal sinus rhythm with frequent PVC,1.0,4088985,Multiple premature ventricular complexes,Condition,SNOMED
Normal sinus rhythm with Junctional rhythm,1.0,4038688,AV junctional rhythm,Condition,SNOMED
Normal sinus rhythm with premature atrial complexes,1.0,4115173,Atrial premature complex,Condition,SNOMED
Normal sinus rhythm with sinus arrhythmia with Premature ventricular complexes,1.0,4217221,Sinus arrhythmia,Condition,SNOMED
Normal sinus rhythm with sinus arrhythmia with VPB,1.0,4217221,Sinus arrhythmia,Condition,SNOMED
Normal sinus rhythm with sinus pause,1.0,4210313,Sinus arrest,Condition,SNOMED
Normal sinus rhythm with sinus pause with occasional,1.0,4210313,Sinus arrest,Condition,SNOMED
Normal sinus rhythm with Ventricular trigeminy,1.0,4088505,Ventricular trigeminy,Condition,SNOMED
"Nonspecific ST and T wave abnormality , consider anterior ischemia",1.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
"Nonspecific ST and T wave abnormality , consider lateral ischemia",1.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
"Nonspecific ST change, consider lateral ischemia",1.0,4184762,EKG ST segment changes,Condition,SNOMED
"Nonspecific ST-t change , consider anterior ischemia",1.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
Premature atrial complexes and Premature ventricular complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Premature atrial complexes with Premature ventricular complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Premature ventricular complexes & junctional escape beat,1.0,4166380,Junctional escape beats,Condition,SNOMED
premature ventricular complexes & ventricular bigeminy,1.0,4008580,Ventricular bigeminy ,Condition,SNOMED
Premature ventricular complexes and APC,1.0,4115173,Atrial premature complex,Condition,SNOMED
Premature ventricular complexes and Prolonged QT,1.0,4008859,Prolonged QT interval,Condition,SNOMED
Premature ventricular complexes with 1st degree AV block,1.0,314379,First degree atrioventricular block,Condition,SNOMED
Premature ventricular complexes with 1st degree A-V block,1.0,314379,First degree atrioventricular block,Condition,SNOMED
Premature ventricular complexes with PAC,1.0,4115173,Atrial premature complex,Condition,SNOMED
premature ventricular complexes with premature atrial complexes,1.0,4115173,Atrial premature complex,Condition,SNOMED
PVC with 1st degree A-V block,1.0,314379,First degree atrioventricular block,Condition,SNOMED
sinus arrhythmia with 1st degree A-V block,1.0,314379,First degree atrioventricular block,Condition,SNOMED
sinus arrhythmia with 1st degree A-V block with occasional,1.0,314379,First degree atrioventricular block,Condition,SNOMED
sinus arrhythmia with Premature supraventricular complexes and escape Junctional rhythm,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus bradycardia with 1st degree A-V block with PAC,1.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with 1st degree AV block with premature supraventricular complexes with frequent,1.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with atrial premature complexes,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus bradycardia with high degree 2:1 AV block,1.0,43020494,High degree second degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with junctional escape beat,1.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus bradycardia with maked sinus arrhythmia,1.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia and premature ventricular complexes,1.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with 1st degree AV block with occasional,1.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with premature supraventricular complexes,1.0,4088347,Marked sinus arrhythmia,Condition,SNOMED
Sinus bradycardia with premature atrial complexes with junctional escape complexes,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus bradycardia with Premature atrial complexes with junctional escape complexes,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus bradycardia with premature ventricular complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus bradycardia with Premature ventricular complexes with 2nd degree A-V block (Mobitz II),1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus bradycardia with short PR interval,1.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus bradycardia with sinus arrhythmia with 1st degree AV block with occasional,1.0,4217221,Nodal rhythm disorder,Condition,SNOMED
"Nonspecific ST-t change , consider lateral ischemia",1.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
Sinus rhythm and Wide QRS rhythm,1.0,4321877,Wide QRS complex,Condition,SNOMED
Sinus rhythm Frequent  APBs,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with 1st degree A-V block with atrial premature complexes,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with 1st degree AV block with premature supraventricular complexes and with frequent,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with 1st degree AV block with premature supraventricular complexes and with occasional,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with 1st degree A-V block with VPB,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with 2nd degree (2:1 high grqde) AV block,1.0,43020494,High degree second degree atrioventricular block,Condition,SNOMED
Sinus rhythm with 2nd degree AV block (Mobitz I) with frequent,1.0,4205137,Mobitz type 1 second degree atrioventricular block,Condition,SNOMED
Sinus rhythm with 2nd degree AV block (Mobitz I) with occasional,1.0,4205137,Mobitz type 1 second degree atrioventricular block,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block (Mobitz II) with frequent,1.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block with 2:1 A-V conduction with occasional,1.0,318448,Second degree atrioventricular block,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block with Premature atrial complexes,1.0,318448,Second degree atrioventricular block,Condition,SNOMED
Sinus rhythm with Accelerated Junctional rhythm,1.0,4145359,EKG: accelerated junctional rhythm,Condition,SNOMED
Sinus rhythm with and Premature atrial complexes,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with APBs,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with atrial premature beat,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with Atrial premature beat,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with frequent premature ventricular complexes.,1.0,4088985,Multiple premature ventricular complexes,Condition,SNOMED
Sinus rhythm with frequent premature ventricular complexs,1.0,4088985,Multiple premature ventricular complexes,Condition,SNOMED
Sinus rhythm with frequent PVC,1.0,4088985,Multiple premature ventricular complexes,Condition,SNOMED
Sinus rhythm with frequent ventricular premature complex,1.0,4088985,Multiple premature ventricular complexes,Condition,SNOMED
Sinus rhythm with Frequent VPBs,1.0,4088985,Multiple premature ventricular complexes,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with 1st degree AV block with premature atrial complexes,1.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with 1st degree A-V block with Premature supraventricular complexes and with frequent,1.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with 1st degree A-V block with Premature supraventricular complexes and with occasional,1.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with 1st degree A-V block with Premature supraventricular complexes with occasional,1.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with Premature atrial complexes with junctional escape complexes,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with Premature supraventricular complexes and with frequent,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with short PR with junctional escape complexes,1.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with VPB,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with Mobitz I second degree AV block,1.0,4205137,Mobitz type I incomplete atrioventricular block,Condition,SNOMED
Sinus rhythm with multiple PVC,1.0,4088985,Multiple premature ventricular complexes,Condition,SNOMED
Sinus rhythm with occasional Premature ventricular complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with premature atrial complex,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with Premature atrial complexes and,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with Premature atrial complexes and PVC,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with Premature atrial complexes with 1st degree AV block,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with Premature atrial complexes with frequent,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with Premature atrial complexes with Premature ventricular complexes,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with premature atrial complexs,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with Premature atrial complexs,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with Premature ventricular complexes with premature atrial complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with Premature ventricular complexes with Premature atrial complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with PVC,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with short PR with atrial premature complexes,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with short PR with Premature supraventricular complexes with frequent,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with short PR with premature supraventricular complexes with occasional,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with short PR with premature ventricular complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with 2nd degree AV block,1.0,4217221,Nodal rhythm disorder,Condition,SNOMED
Sinus rhythm with ventricular premature beat,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with Ventricular premature complex,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with Ventricular trigeminy,1.0,4088505,Ventricular trigeminy,Condition,SNOMED
Sinus rhythm with Ventricular-paced rhythm,1.0,4092038,Ventricular pacing pattern,Condition,SNOMED
Sinus rhythm with VPC,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus rhythm with Wide QRS rhythm,1.0,4321877,Wide QRS complex,Condition,SNOMED
Sinus rhythm with with 2nd degree A-V block (Mobitz I),1.0,4205137,Mobitz type 1 second degree atrioventricular block,Condition,SNOMED
Sinus rhythm with with 2nd degree A-V block (Mobitz II),1.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
Sinus rhythm with with Premature atrial complexes,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with with Premature supraventricular complexes,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with with VPB,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus ryhthm with 1st degree AV block,1.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus tachycardia and Premature ventricular complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block (Mobitz I) with PAC,1.0,4205137,Mobitz type I incomplete atrioventricular block,Condition,SNOMED
Sinus tachycardia with 2nd degree AV block (Mobitz II) with occasional,1.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
Sinus tachycardia with 2nd degree AV block (Mobitz II) with premature supraventricular complexes,1.0,313780,Mobitz type II atrioventricular block,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block with 3:1 A-V conduction with occasional,1.0,318448,Second degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with 2nd degree AV block with 3:1 AV conduction with premature atrial complexes,1.0,318448,Second degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block with 3:1 A-V conduction with Premature atrial complexes,1.0,318448,Second degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block with 4:1 A-V conduction with Premature atrial complexes,1.0,318448,Second degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block with Premature supraventricular complexes,1.0,318448,Second degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with APB,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus tachycardia with APC,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus tachycardia with APCs,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus tachycardia with complete AV block,1.0,320744,Complete atrioventricular block,Condition,SNOMED
Sinus tachycardia with Premature atrial complexes with 1st degree AV block,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus tachycardia with Premature atrial complexes with frequent,1.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus tachycardia with premature supraventricular complexes with junctional escape complexes,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with Premature supraventricular complexes with Premature ventricular complexes,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with Premature ventricular complexes and APCs,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus tachycardia with Premature ventricular complexes and Premature atrial complexes,1.0,4089462,Ventricular premature complex,Condition,SNOMED
Sinus tachycardia with short PR with Premature supraventricular complexes and with frequent,1.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus tachycardia with short PR with Premature supraventricular complexes with frequent,1.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus tachycardia with short PR with premature supraventricular complexes with occasional,1.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus tachycardia with ventricular bigeminy,1.0,4008580,Ventricular bigeminy ,Condition,SNOMED
"Nonspecific T wave abnormality , lateral ischemia",1.0,4065390,EKG: T wave abnormal,Condition,SNOMED
"ST & T wave abnormality , consider anterior ischemia or digitalis effect with frequent",1.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
"ST & T wave abnormality , consider inferior ischemia or digitalis effect with occasional",1.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
"ST abnormality, Lateral ischemia",1.0,4184762,EKG ST segment changes,Condition,SNOMED
"ST change ,lateral ischemia",1.0,4184762,EKG ST segment changes,Condition,SNOMED
"ST & T wave abnormality , consider lateral ischemia with frequent",1.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
"ST- T wave abnormality , consider lateral wall ischemia",1.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
"T  wave abnormality, consider lateral ischemia",1.0,4065390,EKG: T wave abnormal,Condition,SNOMED
"T wave abnormality ,consider lateral ischemia",1.0,4065390,EKG: T wave abnormal,Condition,SNOMED
"Nonspecific ST abnormality ,consider inferior and lateral ischemia",1.0,4137879,EKG: lateral ischemia,Condition,SNOMED
"Nonspecific ST and T wave abnormality , anterolateral ischemia",1.0,4137879,EKG: lateral ischemia,Condition,SNOMED
"Nonspecific ST and T wave abnormality ,consider inferolateral ischemia",1.0,4137879,EKG: lateral ischemia,Condition,SNOMED
"ST & T wave abnormality , consider anterior ischemia and inferior ischemia",1.0,4137208,EKG: inferior ischemia,Condition,SNOMED
Supraventricular tachycardia with Premature supraventricular complexes and with frequent,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Supraventricular tachycardia with premature supraventricular complexes with occasional,1.0,441872,Supraventricular premature beats,Condition,SNOMED
"ST & T wave abnormality , consider lateral & inferior ischemia",1.0,4137879,EKG: lateral ischemia,Condition,SNOMED
ST abnormality consider inferolateral ischemia,1.0,4137879,EKG: lateral ischemia,Condition,SNOMED
"ST abnormality, consider anterolateral ischemia",1.0,4137879,EKG: lateral ischemia,Condition,SNOMED
"ST-T change,consider anterolateral ischemia",1.0,4137879,EKG: lateral ischemia,Condition,SNOMED
"T wave abnormality , consider anterior&inferior ischemia",1.0,4137208,EKG: inferior ischemia,Condition,SNOMED
"T wave abnormality , consider inferior ischemia or digitalis effect with occasional",1.0,4065390,EKG: T wave abnormal,Condition,SNOMED
"T wave abnormality , consider inferior and lateral ischemia",1.0,4137879,EKG: lateral ischemia,Condition,SNOMED
"T wave abnormality , consider inferior ischemia & lateral ischemia",1.0,4137879,EKG: lateral ischemia,Condition,SNOMED
"Unusual P axis, possible ectopic atrial bradycardia with premature supraventricular complexes",1.0,4169095,Bradycardia,Condition,SNOMED
"Unusual P axis, possible ectopic atrial bradycardia with Premature supraventricular complexes and with occasional",1.0,4169095,Bradycardia,Condition,SNOMED
"Unusual P axis, possible ectopic atrial bradycardia with short PR",1.0,4169095,Bradycardia,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with 1 degree AV block",1.0,4091898,Sinus rhythm,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with 1st degree A-V block with occasional",1.0,4091898,Sinus rhythm,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with Premature supraventricular complexes with frequent",1.0,4091898,Sinus rhythm,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree AV block with 2:1 AV conduction",1.0,444070,Tachycardia,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree A-V block with 4:1 A-V conduction with frequent",1.0,444070,Tachycardia,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with Premature supraventricular complexes and with occasional",1.0,444070,Tachycardia,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with Premature supraventricular complexes with frequent",1.0,444070,Tachycardia,Condition,SNOMED
ventricular-paced complexes and premature atrial complexes,1.0,4115173,Atrial premature complex,Condition,SNOMED
ventricular-paced complexes and Premature supraventricular complexes and with frequent,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Ventricular-paced rhythm with junctional escape complexes,1.0,4166380,Junctional escape beats,Condition,SNOMED
Wide QRS rhythm with APB and VPB,1.0,4115173,Atrial premature complex,Condition,SNOMED
Wide QRS rhythm with Premature supraventricular complexes and with frequent,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Wide QRS rhythm with Premature supraventricular complexes with frequent,1.0,441872,Supraventricular premature beats,Condition,SNOMED
Wide QRS tachycardia with Premature supraventricular complexes and with occasional,1.0,444070,Tachycardia,Condition,SNOMED
Wide QRS tachycardia with Premature supraventricular complexes with frequent,1.0,444070,Tachycardia,Condition,SNOMED
with sinus arrhythmia with 1st degree A-V block,1.0,314379,First degree atrioventricular block,Condition,SNOMED
"ST & T wave abnormality , consider anterolateral ischemia",13109.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
"T wave abnormality , consider anterolateral ischemia",9915.0,4065390,EKG: T wave abnormal,Condition,SNOMED
"ST & T wave abnormality , consider inferolateral ischemia",4768.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
ST & Marked T wave abnormality consider anterolateral ischemia,4362.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
"T wave abnormality , consider inferolateral ischemia",3466.0,4065390,EKG: T wave abnormal,Condition,SNOMED
"ST & T wave abnormality , consider anterolateral ischemia or digitalis effect",2104.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
Marked T wave abnormality consider anterolateral ischemia,1585.0,4065390,EKG: T wave abnormal,Condition,SNOMED
"ST & T wave abnormality , consider inferolateral ischemia or digitalis effect",1417.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with 1st degree A-V block,1181.0,314379,First degree atrioventricular block,Condition,SNOMED
"T wave abnormality , consider inferolateral ischemia or digitalis effect",541.0,4065390,EKG: T wave abnormal,Condition,SNOMED
"Marked T-wave abnormality, consider inferolateral ischemia",537.0,4065390,EKG: T wave abnormal,Condition,SNOMED
"T wave abnormality , consider anterolateral ischemia or digitalis effect",532.0,4065390,EKG: T wave abnormal,Condition,SNOMED
Sinus bradycardia with sinus arrhythmia with 1st degree A-V block,528.0,314379,First degree atrioventricular block,Condition,SNOMED
"ST & Marked T-wave abnormality, consider inferolateral ischemia",463.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
"ST & Marked T wave abnormality , consider anterolateral ischemia",315.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with short PR,308.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with 1st degree A-V block,251.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with 1st degree A-V block with Premature atrial complexes,231.0,4115173,Atrial premature complex,Condition,SNOMED
Marked sinus bradycardia with sinus arrhythmia with 1st degree A-V block,135.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with 1st degree AV block,126.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with 1st degree A-V block with Premature atrial complexes,113.0,4115173,Atrial premature complex,Condition,SNOMED
Marked sinus bradycardia with marked sinus arrhythmia with 1st degree A-V block,101.0,314379,First degree atrioventricular block,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with Premature atrial complexes",96.0,4115173,Atrial premature complex,Condition,SNOMED
"Marked T wave abnormality , consider anterolateral ischemia",94.0,4065390,EKG: T wave abnormal,Condition,SNOMED
Sinus bradycardia with sinus arrhythmia with 1st degree AV block,88.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with 1st degree A-V block with Premature supraventricular complexes,81.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus bradycardia with sinus arrhythmia with short PR,67.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with 1st degree A-V block with occasional,63.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with 1st degree A-V block with Premature supraventricular complexes,50.0,441872,Supraventricular premature beats,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with Premature supraventricular complexes",49.0,441872,Supraventricular premature beats,Condition,SNOMED
Marked sinus bradycardia with 1st degree A-V block with Premature atrial complexes,44.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus tachycardia with 2nd degree A-V block (Mobitz I) with Premature supraventricular complexes,42.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with short PR with Premature supraventricular complexes,39.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with short PR with Premature atrial complexes,32.0,4115173,Atrial premature complex,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree A-V block (Mobitz I)",32.0,4205137,Mobitz type 1 second degree atrioventricular block,Condition,SNOMED
Marked sinus bradycardia with sinus arrhythmia with 1st degree AV block,30.0,314379,First degree atrioventricular block,Condition,SNOMED
Marked sinus bradycardia with 1st degree A-V block with Premature supraventricular complexes,24.0,441872,Supraventricular premature beats,Condition,SNOMED
"Unusual P axis, possible ectopic atrial bradycardia with Premature atrial complexes",24.0,4115173,Atrial premature complex,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with Premature atrial complexes",24.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block (Mobitz I) with Premature supraventricular complexes,23.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with 1st degree A-V block with Premature atrial complexes,23.0,4115173,Atrial premature complex,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with Premature supraventricular complexes",23.0,441872,Supraventricular premature beats,Condition,SNOMED
Junctional bradycardia with Premature supraventricular complexes,22.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with junctional escape complexes,22.0,4166380,Junctional escape beats,Condition,SNOMED
"Marked T wave abnormality , consider inferolateral ischemia",20.0,4065390,EKG: T wave abnormal,Condition,SNOMED
Normal sinus rhythm with sinus arrhythmia with 1st degree A-V block,19.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with 1st degree AV block,19.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus rhythm with 2nd degree A-V block (Mobitz II) with Premature supraventricular complexes,19.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with 1st degree A-V block with junctional escape complexes,19.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus rhythm with Premature atrial complexes with junctional escape complexes,18.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with Premature atrial complexes,16.0,4115173,Atrial premature complex,Condition,SNOMED
"ST & Marked T wave abnormality , consider inferolateral ischemia",16.0,4327859,Nonspecific ST-T abnormality on electrocardiogram,Condition,SNOMED
Sinus bradycardia with 1st degree AV block with premature atrial complexes,15.0,4115173,Atrial premature complex,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with Premature supraventricular complexes,15.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with 1st degree A-V block with frequent,15.0,314379,First degree atrioventricular block,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with 1st degree A-V block",15.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with marked sinus arrhythmia with short PR,14.0,4171521,Shortened PR interval,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree A-V block with 2:1 A-V conduction",14.0,318448,Second degree atrioventricular block,Condition,SNOMED
Marked sinus bradycardia with marked sinus arrhythmia with 1st degree AV block,12.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus tachycardia with Premature supraventricular complexes with junctional escape complexes,12.0,4166380,Junctional escape beats,Condition,SNOMED
"Unusual P axis, possible ectopic atrial bradycardia with Premature supraventricular complexes",12.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus bradycardia with sinus arrhythmia with 1st degree A-V block with occasional,11.0,314379,First degree atrioventricular block,Condition,SNOMED
Sinus rhythm with Premature supraventricular complexes with junctional escape complexes,11.0,4166380,Junctional escape beats,Condition,SNOMED
Sinus rhythm with marked sinus arrhythmia with 1st degree A-V block with Premature supraventricular complexes,10.0,441872,Supraventricular premature beats,Condition,SNOMED
Wide QRS tachycardia with Premature supraventricular complexes,10.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus bradycardia with short PR with Premature supraventricular complexes,9.0,441872,Supraventricular premature beats,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with 2nd degree A-V block with 3:1 A-V conduction",9.0,318448,Second degree atrioventricular block,Condition,SNOMED
Sinus bradycardia with 1st degree AV block with premature supraventricular complexes,8.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus tachycardia with Premature atrial complexes with junctional escape complexes,8.0,4166380,Junctional escape beats,Condition,SNOMED
Marked sinus bradycardia with sinus arrhythmia with short PR,7.0,4171521,Shortened PR interval,Condition,SNOMED
Atrial fibrillation with slow ventricular response with Premature ventricular complexes,6.0,4089462,Ventricular premature complex,Condition,SNOMED
Normal sinus rhythm with sinus arrhythmia with short PR,6.0,4171521,Shortened PR interval,Condition,SNOMED
Sinus bradycardia with 1st degree A-V block with Premature supraventricular complexes and with occasional,6.0,441872,Supraventricular premature beats,Condition,SNOMED
Sinus rhythm with sinus arrhythmia with short PR with occasional,6.0,4171521,Shortened PR interval,Condition,SNOMED
"Unusual P axis, possible ectopic atrial rhythm with premature atrial complexes",6.0,4115173,Atrial premature complex,Condition,SNOMED
"Unusual P axis, possible ectopic atrial tachycardia with Premature supraventricular complexes with occasional",6.0,441872,Supraventricular premature beats,Condition,SNOMED
